,cryptodate,Open,High,Low,Close,Volume,Dividends,Stock Splits,crypto_ticker
75,2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200,0,0,BTC
76,2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000,0,0,BTC
77,2015-03-19,255.8800048828125,264.2439880371094,248.63600158691406,260.9280090332031,52732000,0,0,BTC
78,2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,18456700,0,0,BTC
79,2015-03-21,261.6440124511719,262.1960144042969,255.64999389648438,260.0249938964844,17130100,0,0,BTC
80,2015-03-22,259.9169921875,269.74700927734375,259.5899963378906,267.9599914550781,18438100,0,0,BTC
81,2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,22811900,0,0,BTC
82,2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,40073700,0,0,BTC
83,2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558594,35866900,0,0,BTC
84,2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.53199768066406,25730000,0,0,BTC
85,2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,17274900,0,0,BTC
86,2015-03-28,246.97500610351562,254.2050018310547,246.97500610351562,252.79800415039062,16040900,0,0,BTC
87,2015-03-29,252.74000549316406,253.13900756835938,240.85000610351562,242.71299743652344,21699400,0,0,BTC
88,2015-03-30,242.87899780273438,249.24200439453125,239.21400451660156,247.5260009765625,23009600,0,0,BTC
89,2015-03-31,247.45399475097656,248.72999572753906,242.73899841308594,244.2239990234375,22672000,0,0,BTC
90,2015-04-01,244.22300720214844,247.54100036621094,241.16000366210938,247.27200317382812,22877200,0,0,BTC
91,2015-04-02,247.08900451660156,254.46099853515625,245.41600036621094,253.0050048828125,26272600,0,0,BTC
92,2015-04-03,253.07400512695312,256.0429992675781,251.87899780273438,254.32200622558594,23146600,0,0,BTC
93,2015-04-04,254.29100036621094,255.25799560546875,251.10000610351562,253.69700622558594,12493500,0,0,BTC
94,2015-04-05,253.76100158691406,260.67498779296875,251.94200134277344,260.5979919433594,19649200,0,0,BTC
95,2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,0,0,BTC
96,2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,0,0,BTC
97,2015-04-08,253.06399536132812,253.8470001220703,244.21499633789062,245.02200317382812,30086400,0,0,BTC
98,2015-04-09,244.75100708007812,246.1179962158203,239.39999389648438,243.67599487304688,21643500,0,0,BTC
99,2015-04-10,243.69400024414062,243.69400024414062,232.77099609375,236.07200622558594,28882000,0,0,BTC
100,2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,0,0,BTC
101,2015-04-12,236.53500366210938,237.72799682617188,233.4949951171875,236.1529998779297,12387900,0,0,BTC
102,2015-04-13,235.9499969482422,236.93499755859375,221.99600219726562,224.58700561523438,31181800,0,0,BTC
103,2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000,0,0,BTC
104,2015-04-15,219.072998046875,223.83299255371094,218.6490020751953,223.83299255371094,22562000,0,0,BTC
105,2015-04-16,223.91700744628906,229.6719970703125,223.91700744628906,228.572998046875,24805400,0,0,BTC
106,2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800,0,0,BTC
107,2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000,0,0,BTC
108,2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.60000610351562,15021500,0,0,BTC
109,2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700,0,0,BTC
110,2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000,0,0,BTC
111,2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900,0,0,BTC
112,2015-04-23,234.05299377441406,236.47500610351562,233.19900512695312,236.46200561523438,17036000,0,0,BTC
113,2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700,0,0,BTC
114,2015-04-25,231.23500061035156,232.56100463867188,226.33700561523438,226.38999938964844,13957200,0,0,BTC
115,2015-04-26,226.41000366210938,226.94400024414062,214.87399291992188,219.42999267578125,28943700,0,0,BTC
116,2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000,0,0,BTC
117,2015-04-28,228.968994140625,229.4949951171875,223.06900024414062,225.85499572753906,21469200,0,0,BTC
118,2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500,0,0,BTC
119,2015-04-30,225.6929931640625,239.56300354003906,224.9929962158203,236.14500427246094,33818600,0,0,BTC
120,2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300,0,0,BTC
121,2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500,0,0,BTC
122,2015-05-03,234.8800048828125,243.24000549316406,234.08299255371094,240.35800170898438,18494100,0,0,BTC
123,2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400,0,0,BTC
124,2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.12100219726562,23929100,0,0,BTC
125,2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.78199768066406,29587200,0,0,BTC
126,2015-05-07,229.66200256347656,239.10499572753906,228.572998046875,237.33399963378906,29064400,0,0,BTC
127,2015-05-08,237.20399475097656,246.27499389648438,236.2740020751953,243.86300659179688,27445500,0,0,BTC
128,2015-05-09,243.7689971923828,247.8040008544922,239.63900756835938,241.83200073242188,19790500,0,0,BTC
129,2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100,0,0,BTC
130,2015-05-11,240.2989959716797,244.27000427246094,239.37600708007812,242.1580047607422,20892300,0,0,BTC
131,2015-05-12,242.14500427246094,242.88099670410156,240.0989990234375,241.11199951171875,19282600,0,0,BTC
132,2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100,0,0,BTC
133,2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700,0,0,BTC
134,2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753906,16329400,0,0,BTC
135,2015-05-16,237.6439971923828,237.69700622558594,235.2949981689453,236.1529998779297,11089700,0,0,BTC
136,2015-05-17,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,11134300,0,0,BTC
137,2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300,0,0,BTC
138,2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,14241900,0,0,BTC
139,2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,15499400,0,0,BTC
140,2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,15108900,0,0,BTC
141,2015-05-22,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,27003000,0,0,BTC
142,2015-05-23,240.28599548339844,241.02499389648438,238.6909942626953,238.8719940185547,14605000,0,0,BTC
143,2015-05-24,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,11508000,0,0,BTC
144,2015-05-25,240.927001953125,241.02099609375,236.63699340820312,237.11000061035156,14423900,0,0,BTC
145,2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000,0,0,BTC
146,2015-05-27,237.06500244140625,238.63600158691406,236.69500732421875,237.2830047607422,18837000,0,0,BTC
147,2015-05-28,237.2570037841797,237.82400512695312,236.65199279785156,237.4080047607422,13829600,0,0,BTC
148,2015-05-29,237.3769989013672,237.52200317382812,235.7310028076172,237.0959930419922,14805000,0,0,BTC
149,2015-05-30,237.0919952392578,237.09300231933594,232.04600524902344,233.34500122070312,14098600,0,0,BTC
150,2015-05-31,233.13499450683594,233.2519989013672,229.54200744628906,230.19000244140625,14730800,0,0,BTC
151,2015-06-01,230.23300170898438,231.71299743652344,221.29600524902344,222.92599487304688,26090500,0,0,BTC
152,2015-06-02,222.8939971923828,226.41600036621094,222.41900634765625,225.80299377441406,20459000,0,0,BTC
153,2015-06-03,225.73599243164062,227.4040069580078,223.92999267578125,225.87399291992188,17752400,0,0,BTC
154,2015-06-04,225.77200317382812,226.58099365234375,224.0540008544922,224.32400512695312,14728100,0,0,BTC
155,2015-06-05,224.1540069580078,225.96800231933594,223.1790008544922,224.95199584960938,18056500,0,0,BTC
156,2015-06-06,225.0050048828125,225.718994140625,224.37899780273438,225.61900329589844,11131500,0,0,BTC
157,2015-06-07,225.5959930419922,226.19400024414062,222.65199279785156,222.88099670410156,13318400,0,0,BTC
158,2015-06-08,222.87899780273438,229.46400451660156,222.83900451660156,228.48899841308594,23378400,0,0,BTC
159,2015-06-09,228.53799438476562,230.95399475097656,227.9290008544922,229.04800415039062,28353100,0,0,BTC
160,2015-06-10,228.9949951171875,229.78199768066406,228.00999450683594,228.80299377441406,15904800,0,0,BTC
161,2015-06-11,228.85499572753906,230.28700256347656,228.76699829101562,229.7050018310547,14416000,0,0,BTC
162,2015-06-12,229.7050018310547,231.0570068359375,229.31300354003906,229.98199462890625,14017700,0,0,BTC
163,2015-06-13,229.9199981689453,232.65199279785156,229.2100067138672,232.40199279785156,13305300,0,0,BTC
164,2015-06-14,232.44200134277344,234.85800170898438,232.00399780273438,233.54299926757812,12165900,0,0,BTC
165,2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,19912100,0,0,BTC
166,2015-06-16,236.76499938964844,251.74200439453125,236.1219940185547,250.89500427246094,41612000,0,0,BTC
167,2015-06-17,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,43858400,0,0,BTC
168,2015-06-18,249.42799377441406,252.10800170898438,244.1269989013672,249.0070037841797,30980200,0,0,BTC
169,2015-06-19,249.04299926757812,250.9770050048828,243.78700256347656,244.6060028076172,23965300,0,0,BTC
170,2015-06-20,244.52999877929688,245.8280029296875,240.6269989013672,245.21200561523438,20608100,0,0,BTC
171,2015-06-21,245.10000610351562,245.2239990234375,241.8820037841797,243.94400024414062,10600900,0,0,BTC
172,2015-06-22,243.968994140625,247.91700744628906,243.7790069580078,246.99000549316406,17692500,0,0,BTC
173,2015-06-23,246.927001953125,247.3040008544922,243.13299560546875,244.29600524902344,15108700,0,0,BTC
174,2015-06-24,244.28199768066406,244.34100341796875,240.51499938964844,240.51499938964844,17344900,0,0,BTC
175,2015-06-25,240.36500549316406,243.33200073242188,240.36500549316406,242.7989959716797,16133100,0,0,BTC
176,2015-06-26,242.60400390625,243.74899291992188,241.55299377441406,243.593994140625,13983500,0,0,BTC
177,2015-06-27,243.5489959716797,251.33900451660156,243.11700439453125,250.99000549316406,20488600,0,0,BTC
178,2015-06-28,250.9550018310547,251.1719970703125,247.4340057373047,249.01100158691406,15137600,0,0,BTC
179,2015-06-29,248.7209930419922,257.1730041503906,248.58099365234375,257.0639953613281,34742900,0,0,BTC
180,2015-06-30,257.0360107421875,267.86700439453125,255.9459991455078,263.0719909667969,44533800,0,0,BTC
181,2015-07-01,263.3450012207031,265.1719970703125,255.7740020751953,258.6210021972656,27029800,0,0,BTC
182,2015-07-02,258.552001953125,261.6310119628906,254.11599731445312,255.41200256347656,21551900,0,0,BTC
183,2015-07-03,255.45899963378906,257.0769958496094,253.5050048828125,256.33599853515625,19033800,0,0,BTC
184,2015-07-04,256.4909973144531,261.4570007324219,254.1999969482422,260.885986328125,15620400,0,0,BTC
185,2015-07-05,260.80499267578125,274.5060119628906,258.70098876953125,271.9129943847656,44156100,0,0,BTC
186,2015-07-06,271.1080017089844,277.4219970703125,267.6000061035156,269.0299987792969,49154800,0,0,BTC
187,2015-07-07,269.9630126953125,271.34100341796875,264.8320007324219,266.2070007324219,28857600,0,0,BTC
188,2015-07-08,265.98199462890625,272.97100830078125,264.385986328125,270.7850036621094,36980200,0,0,BTC
189,2015-07-09,270.8269958496094,272.3349914550781,267.08599853515625,269.2279968261719,40301200,0,0,BTC
190,2015-07-10,269.156005859375,294.59100341796875,268.802001953125,284.8940124511719,100390000,0,0,BTC
191,2015-07-11,284.8800048828125,298.5060119628906,283.5299987792969,293.114990234375,41109900,0,0,BTC
192,2015-07-12,293.1400146484375,314.3940124511719,292.5050048828125,310.86700439453125,56405000,0,0,BTC
193,2015-07-13,310.8269958496094,310.947998046875,281.010986328125,292.0539855957031,62053900,0,0,BTC
194,2015-07-14,292.03399658203125,296.1470031738281,286.63800048828125,287.4639892578125,28727200,0,0,BTC
195,2015-07-15,288.0450134277344,293.24798583984375,285.36700439453125,285.8290100097656,27486600,0,0,BTC
196,2015-07-16,286.0419921875,291.1830139160156,275.239990234375,278.0889892578125,49482600,0,0,BTC
197,2015-07-17,278.09100341796875,280.2799987792969,272.0429992675781,279.47198486328125,27591400,0,0,BTC
198,2015-07-18,279.33099365234375,282.5270080566406,274.07501220703125,274.9010009765625,25187100,0,0,BTC
199,2015-07-19,274.7669982910156,275.6700134277344,272.51300048828125,273.614013671875,15332500,0,0,BTC
200,2015-07-20,273.4989929199219,278.9809875488281,272.9599914550781,278.9809875488281,22711400,0,0,BTC
201,2015-07-21,278.8819885253906,280.5469970703125,275.41900634765625,275.8330078125,22930700,0,0,BTC
202,2015-07-22,275.6570129394531,277.6659851074219,274.3810119628906,277.22198486328125,19389800,0,0,BTC
203,2015-07-23,277.34100341796875,278.1109924316406,275.71600341796875,276.04901123046875,18531300,0,0,BTC
204,2015-07-24,276.0050048828125,289.25299072265625,275.2539978027344,288.27801513671875,37199400,0,0,BTC
205,2015-07-25,288.16400146484375,290.7330017089844,286.00201416015625,288.6969909667969,20662200,0,0,BTC
206,2015-07-26,288.6400146484375,293.052001953125,287.70599365234375,292.6860046386719,16032300,0,0,BTC
207,2015-07-27,292.6390075683594,297.77398681640625,287.45001220703125,293.6239929199219,30592000,0,0,BTC
208,2015-07-28,293.63299560546875,296.64898681640625,293.4230041503906,294.427001953125,25453600,0,0,BTC
209,2015-07-29,294.4840087890625,294.5360107421875,288.7770080566406,289.5899963378906,24672600,0,0,BTC
210,2015-07-30,289.1029968261719,290.1260070800781,286.5679931640625,287.72198486328125,21635800,0,0,BTC
211,2015-07-31,287.6960144042969,288.9590148925781,282.343994140625,284.6499938964844,23629100,0,0,BTC
212,2015-08-01,284.6860046386719,284.9320068359375,278.11199951171875,281.60101318359375,18995000,0,0,BTC
213,2015-08-02,280.4490051269531,283.0320129394531,277.52899169921875,282.614013671875,17722200,0,0,BTC
214,2015-08-03,282.8059997558594,285.47100830078125,280.2330017089844,281.22698974609375,21474100,0,0,BTC
215,2015-08-04,281.2250061035156,285.7149963378906,281.2250061035156,285.2179870605469,21908700,0,0,BTC
216,2015-08-05,284.84698486328125,285.5010070800781,281.4880065917969,281.8819885253906,20128000,0,0,BTC
217,2015-08-06,281.906005859375,281.906005859375,278.40301513671875,278.5769958496094,18792100,0,0,BTC
218,2015-08-07,278.7409973144531,280.3919982910156,276.3659973144531,279.5849914550781,42484800,0,0,BTC
219,2015-08-08,279.74200439453125,279.9280090332031,260.7099914550781,260.99700927734375,58533000,0,0,BTC
220,2015-08-09,261.1159973144531,267.00299072265625,260.4679870605469,265.0830078125,23789600,0,0,BTC
221,2015-08-10,265.4779968261719,267.0320129394531,262.59600830078125,264.4700012207031,20979400,0,0,BTC
222,2015-08-11,264.3420104980469,270.385986328125,264.093994140625,270.385986328125,25433900,0,0,BTC
223,2015-08-12,270.5979919433594,270.6730041503906,265.468994140625,266.3760070800781,26815400,0,0,BTC
224,2015-08-13,266.1830139160156,266.23199462890625,262.84100341796875,264.0799865722656,27685500,0,0,BTC
225,2015-08-14,264.1319885253906,267.46600341796875,261.4779968261719,265.67999267578125,27091200,0,0,BTC
226,2015-08-15,265.52899169921875,266.6669921875,261.2959899902344,261.5509948730469,19321100,0,0,BTC
227,2015-08-16,261.8659973144531,262.44000244140625,257.0409851074219,258.5069885253906,29717000,0,0,BTC
228,2015-08-17,258.489990234375,260.5050048828125,257.11700439453125,257.97601318359375,21617900,0,0,BTC
229,2015-08-18,257.9259948730469,257.9930114746094,211.07899475097656,211.07899475097656,42147200,0,0,BTC
230,2015-08-19,225.67100524902344,237.40899658203125,222.76600646972656,226.6840057373047,60869200,0,0,BTC
231,2015-08-20,226.8990020751953,237.36500549316406,226.8990020751953,235.35000610351562,32275000,0,0,BTC
232,2015-08-21,235.35499572753906,236.4320068359375,231.7239990234375,232.56900024414062,23173800,0,0,BTC
233,2015-08-22,232.66200256347656,234.95700073242188,222.70399475097656,230.38999938964844,23205900,0,0,BTC
234,2015-08-23,230.37600708007812,232.7050018310547,225.5800018310547,228.16900634765625,18406600,0,0,BTC
235,2015-08-24,228.11199951171875,228.13900756835938,210.4429931640625,210.4949951171875,59220700,0,0,BTC
236,2015-08-25,210.0679931640625,226.3209991455078,199.56700134277344,221.60899353027344,61089200,0,0,BTC
237,2015-08-26,222.0760040283203,231.18299865722656,220.20399475097656,225.83099365234375,31808000,0,0,BTC
238,2015-08-27,226.0500030517578,228.64300537109375,223.6840057373047,224.7689971923828,21905400,0,0,BTC
239,2015-08-28,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,31336600,0,0,BTC
240,2015-08-29,231.5489959716797,233.2220001220703,227.3300018310547,229.77999877929688,17142500,0,0,BTC
241,2015-08-30,229.89500427246094,232.0679931640625,226.2469940185547,228.76100158691406,19412600,0,0,BTC
242,2015-08-31,229.11399841308594,231.95599365234375,225.9149932861328,230.05599975585938,20710700,0,0,BTC
243,2015-09-01,230.25599670410156,231.21600341796875,226.86000061035156,228.12100219726562,20575200,0,0,BTC
244,2015-09-02,228.02699279785156,230.57699584960938,226.47500610351562,229.28399658203125,18760400,0,0,BTC
245,2015-09-03,229.32400512695312,229.60499572753906,226.66700744628906,227.18299865722656,17482000,0,0,BTC
246,2015-09-04,227.21499633789062,230.89999389648438,227.05099487304688,230.29800415039062,20962400,0,0,BTC
247,2015-09-05,230.19900512695312,236.14300537109375,229.4429931640625,235.0189971923828,20671400,0,0,BTC
248,2015-09-06,234.8699951171875,242.91200256347656,234.68099975585938,239.83999633789062,25473700,0,0,BTC
249,2015-09-07,239.9340057373047,242.1060028076172,238.7220001220703,239.8470001220703,21192200,0,0,BTC
250,2015-09-08,239.8459930419922,245.781005859375,239.67799377441406,243.60699462890625,26879200,0,0,BTC
251,2015-09-09,243.4149932861328,244.41600036621094,237.8209991455078,238.16799926757812,23635700,0,0,BTC
252,2015-09-10,238.33599853515625,241.29299926757812,235.79100036621094,238.4770050048828,21215500,0,0,BTC
253,2015-09-11,238.32899475097656,241.16900634765625,238.32899475097656,240.10699462890625,19224700,0,0,BTC
254,2015-09-12,239.85499572753906,240.12399291992188,234.75399780273438,235.22900390625,17962600,0,0,BTC
255,2015-09-13,235.24200439453125,235.93499755859375,229.33200073242188,230.51199340820312,18478800,0,0,BTC
256,2015-09-14,230.60899353027344,232.44000244140625,227.96099853515625,230.6439971923828,20997800,0,0,BTC
257,2015-09-15,230.49200439453125,259.1820068359375,229.82200622558594,230.3040008544922,19177800,0,0,BTC
258,2015-09-16,230.25,231.21499633789062,227.40199279785156,229.09100341796875,20144200,0,0,BTC
259,2015-09-17,229.0760040283203,230.28500366210938,228.92599487304688,229.80999755859375,18935400,0,0,BTC
260,2015-09-18,233.52099609375,234.35299682617188,232.18499755859375,232.97500610351562,20242200,0,0,BTC
261,2015-09-19,232.85800170898438,233.2050018310547,231.08900451660156,231.4929962158203,12712600,0,0,BTC
262,2015-09-20,231.3990020751953,232.36500549316406,230.91000366210938,231.21200561523438,14444700,0,0,BTC
263,2015-09-21,231.2169952392578,231.2169952392578,226.52099609375,227.0850067138672,19678800,0,0,BTC
